,model,r8_micro_f1,r8_macro_f1,r52_micro_f1,r52_macro_f1,mr_micro_f1,mr_macro_f1
0,GCN_DVpDT_TG,97.11(0.14),91.98(0.64),93.49(0.31),70.76(1.01),80.6(0.13),80.6(0.13)
