,model,model_desc,micro_f1,macro_f1,class_f1,epoch,gamma
0,GCN_DVpDT_TG,softmax(D phi(V W1 + DT W2)) Wo),96.84787392616272,91.2938117980957,"[0.97758496 0.95081973 0.9866789  0.9        0.87898093 0.8863636
 0.8        0.92307687]",106,0.6355718790365511
