,model,model_desc,micro_f1,macro_f1,class_f1,epoch,gamma
0,GCN_DVpDT_TG,softmax(D phi(V W1 + DT W2)) Wo),96.84787392616272,91.9137716293335,"[0.9790613  0.9512195  0.9866666  0.95238096 0.86624205 0.87005645
 0.82539684 0.9220779 ]",98,0.6355718790365511
