,model,model_desc,micro_f1,macro_f1,class_f1,epoch,gamma
0,GCN_DVpDT_TG,softmax(D phi(V W1 + DT W2)) Wo),97.03060984611511,91.81775450706482,"[0.97832376 0.955102   0.98713243 0.9        0.88       0.8972973
 0.8125     0.935065  ]",92,0.6355718790365511
