,model,model_desc,micro_f1,macro_f1,class_f1,epoch,gamma
0,GCN_DVpDT_TG,softmax(D phi(V W1 + DT W2)) Wo),97.03060984611511,91.98850393295288,"[0.9790916  0.9547325  0.9871086  0.9        0.8741722  0.89617485
 0.84375    0.9240507 ]",91,0.6355718790365511
