,model,model_desc,micro_f1,macro_f1,class_f1,epoch,gamma
0,GCN_DVpDT_TG,softmax(D phi(V W1 + DT W2)) Wo),97.12197184562683,92.16574430465698,"[0.9790311  0.9590164  0.98714423 0.9        0.88311684 0.9060773
 0.8307692  0.9281045 ]",90,0.6355718790365511
